Amostra,Diâmetro,Altura,Massa,Res. Mecânica,T,Área,Volume,Densidade,Tensão Mec.
421,15.23,25.16,5.0,1145,1.6520026263952725,182.17538165471197,4583.532602432553,0.0010908616636317633,6.285152195647312
420,15.25,22.13,4.4,1170,1.4511475409836065,182.65416037511906,4042.136569101385,0.001088533236020319,6.40554804553675
422,15.36,26.77,5.5,1192,1.7428385416666667,185.2986745310946,4960.445517197402,0.001108771375662128,6.4328576716288
423,15.41,28.22,5.7,1199,1.8312783906554184,186.50700960548158,5263.22781106669,0.0010829856135079188,6.428712800319117
